istasyon_adi,lat,lon,brand,has_lpg,has_charge
ZENGİNLER PETROL ÜRÜNLERİ TEKSTİL İNŞAAT NAKLİYAT GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.12451,34.1725,Alpet,True,False
NERTA END.TEM.ÜR.VEEK.OTO.MÜ.Kİ.AK.SAN.TİC.LTD.ŞTİ.,39.44379,26.896494,Alpet,False,False
SAĞINÇ PETROL ÜRÜNLERİ TİCARET VE SANAYİ LİMİTED ŞİRKETİ,37.91423,28.395765,Alpet,False,False
TAŞDEMİR SIVI YAKIT PETROL ÜRÜNLERİ İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.02005,37.352787,Alpet,True,False
SAĞINÇ PETROL ÜRÜNLERİ TİCARET VE SANAYİ LİMİTED ŞİRKETİ,37.546768,28.711876,Alpet,True,False
ÇAVUŞOĞLU LOJİSTİK PETROL AKARYAKIT SAN. TİC. LTD. ŞTİ.,37.6201,36.7746,Alpet,True,False
SAĞINÇ PETROL ÜRÜNLERİ TİCARET VE SANAYİ LİMİTED ŞİRKETİ,37.604877,28.588017,Alpet,True,False
RAN PET PETROL GIDA TAŞIMACILIK MADENCİLİK İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,37.18027778,37.27638889,Alpet,False,False
OKUYUCU PETROL ÜRÜNLERİ NAKLİYAT GIDA TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.052895,37.420887,Alpet,True,False
DÖN-PET OĞULLARI PETROL ÜR. SANAYİ ve TİCARET LİMİTED ŞİRKETİ,38.258034,36.219086,Alpet,False,False
41 MEHMETÇİK PETROL OTOMOTİV NAKLİYAT İNŞAAT GIDA TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.090992,37.400623,Alpet,True,False
BEYKONAK PETROL SANAYİ TİCARET LİMİTED ŞİRKETİ,38.66402,27.4504,Alpet,False,False
GÖKKAYA PETROL ÜRÜNLERİ OTOMOTİV TARIM VE HAYVANCILIK İNŞAAT SANİYE LİMİTED ŞİRKETİ,39.5963,34.9814,Alpet,True,False
TOLU AKARYAKIT YAPI İNŞAAT NAKLİYAT PETROL ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.6462,35.9542,Alpet,True,False
ÇETİNKAYA PETROL ÜRÜNLERİ DAĞITIM PAZARLAMA GIDA İNŞAAT TURİZM TAŞIMACILIK MADENCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.858601,26.173225,Alpet,True,False
ÇAĞLIYANLAR AKARYAKIT ÜRÜNLERİ İNŞAAT TAAHHÜT İNŞAAT MALZEMELERİ TAŞIMACILIK GIDA TARIM VE HAYVANCILIK SANAYİ TİCARET LİMİTED ŞİRKETİ,38.634296,27.392271,Alpet,False,False
KUMRU PETROL AKARYAKIT HAFRİYAT BETON LİMİTED ŞİRKETİ,39.803989,26.213209,Alpet,True,False
ALTUN PETROL TARIM ÜRÜNLERİ KATI YAKIT İNŞAAT TAAHHÜT OTOMOBİL KUYUMCULUK İMALAT PAZARLAMA SANAYİ TİCARET VE NAKLİYAT LİMİTED ŞİRKETİ,38.856956,35.788342,Alpet,True,False
HAKAN YÜCELSOY,39.829025,34.8344,Alpet,False,False
GÜROL ÇOT,36.5107,29.4362,Alpet,False,False
GÖKLER PETROL ÜRÜN. TİCARET VE SANAYİ KOLL ŞİRKETİ,41.59961,33.10423,Alpet,True,False
HÜSEYİN KURT- KURT PETROL AKARYAKIT LPG GIDA NAKLİYAT VE PETROL ÜRÜNLERİ,37.228455,37.514805,Alpet,True,False
YAZGI PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.940117,33.870096,Alpet,True,False
2A PETROL VE TİCARET LİMİTED ŞİRKETİ,41.3034,33.5444,Alpet,True,False
HAKAN YÜCELSOY,39.4959,35.37291,Alpet,True,False
NORAS PETROL VE TARIM ÜRÜNLERİ TAŞIMACILIK TURİZM SANAYİ TİCARET LİMİTED ŞİRKETİ,36.633721,29.127714,Alpet,True,False
BEYPET LOJİSTİK ULUSLARARASI NAKLİYAT PETROL ÜRÜNLERİ GIDA İNŞAAT KUYUMCULUK İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,39.9953,34.9458,Alpet,False,False
ÖZ DOĞANLAR DİN.TES.TUR.PET.GIDA TAŞ.İHR.İTH.SU VE ORM.ÜRN. TİCARET LİMİTED ŞİRKETİ,36.415192,29.268826,Alpet,False,False
ATLER AKARYAKIT GIDA TURİZM İNŞAAT OTOMOTİV SANAYİ VE TİCARET ANONİM ŞİRKETİ,36.8255,28.7894,Alpet,True,False
HÜSEYİN ÖZARSLAN OĞULLARI PETROL TARIM NAKLİYE TURİZM GIDA HAYVANCILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.157578,34.871769,Alpet,True,False
KATIRCIOĞLU PETROL TİCARET LİMİTED ŞİRKETİ,41.0177,34.0743,Alpet,True,False
ECEMPET PETROLCÜLÜK OTOMOTİV İNŞAAT TÜKETİM MALLARI LOJİSTİK SANAYİ TİCARET LİMİTED ŞİRKETİ,38.1808,27.3554,Alpet,True,False
HÜSEYİN KILIÇ - KILIÇ PETROL,37.425018,37.685936,Alpet,True,False
YAŞAR TÜRKER,39.681923,35.433842,Alpet,True,False
ONURCAN PETROL OTOMOTİV İNŞAAT TAAHHÜT GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.035484,37.172981,Alpet,True,False
ŞEKEROĞULLARI PETROL TARIM HAYVANCILIK SANAYİ TİCARET LİMİTED ŞİRKETİ,38.159517,37.073232,Alpet,True,False
GÜLERYÜZLER OTO YEDEK PARÇA VE İNŞAAT YAPI MALZEMELERİ  SANAYİ  VE TİCARET LİMİTED ŞİRKETİ,41.47785,33.768528,Alpet,True,False
HKT PETROL OTOMOTİV TAŞIMACILIK İNŞAAT EMLAK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.725709,37.559458,Alpet,True,False
S. S. ORTALICA KÖYÜ TARIMSAL KALKINMA KOOPERATİFİ,41.0524,34.262048,Alpet,False,False
HALİL İBRAHİM KOÇ,39.691432,35.712562,Alpet,True,False
SARAY PETROL TURİZM GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.436283,34.994328,Alpet,True,False
KAMİL BOYRAZ -AKARYAKIT VE LPG İŞLETMESİ,38.23158,37.20579,Alpet,True,False
FYN GRUP SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.680332,35.761833,Alpet,True,False
YÖRÜK OĞLU PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.740414,27.431152,Alpet,True,False
SUMPET AKARYAKIT İSTASYONLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,38.343,26.7852,Alpet,True,False
SALİM KARADAĞ PETROL ÜRÜNLERİ TARIM HAYVANCILIK NAKLİYE GÜVENLİK VE TEMİZLİK HİZMETLERİ YAKACAK VE İNŞAAT MALZEMELERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.6254,33.9157,Alpet,True,False
DEMİRSOY AKARYAKIT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.82695,27.258926,Alpet,True,False
MEHMET TAŞKIRAN,39.637252,35.984333,Alpet,True,False
ERTAN PETROL ÜRÜNLERİ VE ZİRAAT SANAYİ TİCARET LİMİTED ŞİRKETİ,37.4518,27.51464,Alpet,True,False
T TAŞ PETROL TİCARET VE SANAYİ LİMİTED ŞİRKETİ,37.688,38.09339,Alpet,True,False
ASMER PETROL ÜRÜNLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.127705,38.681736,Alpet,True,False
ERDEM KILIÇ PETROL MADEN NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.7859,35.0325,Alpet,True,False
ALPET İSTASYON İŞLETMELERİ ANONİM ŞİRKETİ,37.178204,27.609098,Alpet,True,False
İSMAİL ARDA,36.7214,39.2132,Alpet,True,False
MEKSEL DEVECİ,38.489444,37.480278,Alpet,True,False
AHMET ŞÜKRÜ İNCE,38.006809,37.982254,Alpet,False,False
TOROSPET PETROL ÜRÜNLERİ TAŞIMACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.7584,38.2555,Alpet,True,False
NUSRET AKARYAKIT TAŞIMACILIK İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.8739,35.23023,Alpet,False,False
İLERİ OTOMOTİV PETROL İNŞAAT NAKLİYE HAYVANCILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.293404,35.883175,Alpet,True,False
NAZIM BAHRİ ŞEN,41.333796,34.851242,Alpet,True,False
ŞURTEKS TEKSTİL GIDA İNŞAAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.1569,39.0509,Alpet,True,False
İMAMOĞLU AKARYAKIT PETROL TARIM ÜRÜNLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,36.78796,39.436607,Alpet,True,False
BİLAL ASLAN KUYUMCULUK İNŞAAT NAKLİYE YAKIT İLETİŞİM HİZMETLERİ GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.946655,34.343441,Alpet,True,False
TUFANLAR PETROL DAYANIKLI TÜKETİM MALLARI ELEKTRONİK GIDA İNŞAAT OTOMOTİV NAKLİYAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.35844,38.033813,Alpet,True,False
GÜLPET LOJİSTİK PETROL ÜRÜNLERİ MADENCİLİK İNŞAAT OTOMOTİV MEDİKAL İTHALAT İHRACAT SANAYİ TİCARET LİMİTED ŞİRKETİ,39.8717,36.6017,Alpet,True,False
GÜLPET LOJİSTİK PETROL ÜRÜNLERİ MADENCİLİK İNŞAAT OTOMOTİV MEDİKAL İTHALAT İHRACAT SANAYİ TİCARET LİMİTED ŞİRKETİ,39.8726,36.603,Alpet,True,False
ŞAKALAKOĞLU EĞİTİM HİZMETLERİ TURİZM İNŞAAT VE NAKLİYE TİCARET LİMİTED ŞİRKETİ,40.722309,35.7899,Alpet,False,False
ÇAKMAK TEKSTİL PETROL ÜRÜNLERİ İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.580688,38.949988,Alpet,True,False
UZUNDAL PETROL NAKLİYAT İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.225307,39.316257,Alpet,True,False
BAYLAR ZAHİRE HAYVANCILIK NAK.GIDA TARIM SAN.TİC.LTD.ŞTİ.,40.311988,36.284086,Alpet,True,False
BAŞER PETROL ÜRÜNLERİ UN YEM ZİRAİ ÜRÜNLER İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ LİMİTED ŞİRKETİ,39.226414,37.379814,Alpet,True,False
REDPET AKARYAKIT LOJİSTİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.5862,37.0321,Alpet,True,False
YİĞİT-ER TURİZM PETROL ÜRÜNLERİ SOSYAL TESİSLERİ TÜKETİM MADDELERİ PAZARLAMA TİCARET ANONİM ŞİRKETİ,38.34204,38.31354,Alpet,False,False
ILICAK GROUP MİMARLIK MÜHENDİSLİK İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.447723,38.226326,Alpet,True,False
HÜSAMETTİN KARAOĞLAN,41.05925,35.69231,Alpet,True,False
DİLSİZOĞLU PETROL VE ORMAN ÜRÜNLERİ TAŞIMACILIK VE SANAYİ İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,41.88974,34.921171,Alpet,False,False
UÇAR ÇIRÇIR PRESE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,36.84541,40.05308,Alpet,True,False
ATASOY PETROL- KİRAZ GÜREL,40.399033,36.537941,Alpet,True,False
KARADENİZ ERPET PETROL VE AKARYAKIT MAMULLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,41.196,35.7925,Alpet,False,False
ÖZ-NAK TURİZM NAKLİYAT PETROL İNŞAAT İTHALAT İHRACAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,37.228645,39.778416,Alpet,True,False
AVC PETROL ÜRÜNLERİ NAKLİYE İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.73472,39.31814,Alpet,False,False
GERGER AKARYAKIT TAŞIMACILIK GIDA TURİZM TİCARET SANAYİ LİMİTED ŞİRKETİ,38.02834,39.03428,Alpet,True,False
ÖZERGÜL PETROL ÜRÜNLERİ LPG TİCARET LİMİTED ŞİRKETİ,40.76104,36.312752,Alpet,False,False
AHMET ŞÜKRÜ İNCE,38.252349,38.862758,Alpet,True,False
MERİH YILMAZ-YILMAZ PETROL,41.61722,35.59628,Alpet,True,False
ALİSE PETROL ÜRÜNLERİ İNŞAAT GIDA NAKLİYAT TAŞIMACILIK TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.034592,36.229759,Alpet,True,False
TURANLAR AKARYAKIT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.569439,35.877266,Alpet,True,False
DEĞİRMENCİ PETROL ÜRÜNLERİ TİCARET VE SANAYİ LİMİTED ŞİRKETİ,41.530029,35.951256,Alpet,True,False
YILDIZ GIDA İNŞAAT PETROL ÜRÜNLERİ HİDROELEKTRİK TURİZM PAZARLAMA TİCARET VE SANAYİ LİMİTED ŞİRKETİ,38.852192,38.630779,Alpet,True,False
ARIKAN MADENİ YAĞ GAZ PETROL ÜRÜNLERİ İNŞAAT TAAHHÜT NAKLİYAT TİCARET VE SANAYİ LİMİTED ŞİRKETİ,37.5738,39.9205,Alpet,True,False
İBRAHİM TOKTAŞ,40.576786,36.918255,Alpet,True,False
DOĞUŞ PETROL UNLU MAMULLER LOKANTA TİCARET VE SANAYİ LİMİTED ŞİRKETİ,41.291111,36.224722,Alpet,True,False
NİKSAR YILMAZ PETROL ÜRÜNLERİ TURİZM İNŞAATGIDA NAKLİYEVE İŞLETMECİLİK TİCARET VE SANAYİ LİMİTED ŞİRKETİ,40.5906,36.9423,Alpet,True,False
KIYAK KARDEŞLER SU ÜRÜNLERİ ÜRETİM VE AKARYAKIT İTHALAT İHRACAT VE TİCARET LİMİTED ŞİRKETİ,41.293191,36.247807,Alpet,False,False
BURAK PETROL SERVİS VE TEMİZLİK HİZMETLERİ İNŞAAT TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.26878,36.29369,Alpet,True,False
ÖZÇELİK PETROL ÜRÜNLERİ OTOMOTİV NAKLİYE VE PAZARLAMA TİCARET LİMİTED ŞİRKETİ,41.416439,36.172669,Alpet,True,False
TURTEKİN PETROL İNŞAAT GIDA NAKLİYE MADENCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.137901,39.466304,Alpet,True,False
AKTİF PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.1888232,40.597748,Alpet,True,False
KILIÇ PETROL OTO LASTİK NAKLİYE İNŞAAT TURİZM GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.248283,40.5477,Alpet,False,False
41MEHMETÇİK PETROL OTOMOTİV NAKLİYAT İNŞAAT GIDA TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.217789,36.63023,Alpet,True,False
OKUR PETROL ÜRÜNLERİ GIDA İNŞAAT VE TAŞIMACILIK TİCARET LİMİTED ŞİRKETİ,41.183323,36.708929,Alpet,True,False
ACZ PETROL İNŞAAT NAKLİYAT TARIM HAYVANCILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.1647,40.7289,Alpet,True,False
KAR-DEMİR PETROL TURİZM NAKLİYE İNŞAAT SANAYİ ve TİCARET LİMİTED ŞİRKETİ,38.625748,39.272133,Alpet,True,False
ÇİLEK AKARYAKIT SANAYİ VE TİCARET ANONİM ŞİRKETİ,41.2078,36.6916,Alpet,True,False
GİMA PETROLNAKLİYE İNŞAAT TARIM GIDA TURİZM SANAYİ TİCARET LİMİTED ŞİRKETİ,37.8933,40.0191,Alpet,True,False
AYGÖL PETROL İNŞAAT NAKLİYAT SANAYİ TİCARET LİMİTED ŞİRKETİ,37.873916,40.070072,Alpet,False,False
GÖZELİ PETROL TESİS. İNŞ. VE TİCARET LİMİTED ŞİRKETİ,37.90694,40.06358,Alpet,True,False
ERGANİ PETROL NAKLİYE İNŞAAT GIDA ORGANİZASYON LİMİTED ŞİRKETİ,38.2684,39.7534,Alpet,True,False
AR AS AKARYAKIT GIDA NAKLİYE İNŞAAT TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.2197,36.8893,Alpet,True,False
İLHAN PETROL ÜRÜNLERİ TİCARET LİMİTED ŞİRKETİ,41.018818,37.100239,Alpet,True,False
BÖLGE KARDEŞLER PETROL ÜRÜNLERİ LPG GIDA TARIM HAYVANCILIK OTOMOTİV NAKLİYE TURİZM TEMİZLİK PAZARLAMA SANAYİ İTHALAT VE İHRACAT LİMİTED ŞİRKETİ,40.821727,37.348245,Alpet,True,False
CNR PETROL NAKLİYAT KUYUMCULUK TEKEL MADDELERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.209949,36.993412,Alpet,True,False
BARIŞ AYD PETROL OTOMOTİV NAKLİYAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.0916,41.2002,Alpet,True,False
IŞIKTEPE AKARYAKIT NAKLİYE VE TURİZM TİCARET LİMİTED ŞİRKETİ,40.816907,37.5359,Alpet,True,False
VERİM PETROL ÜRÜNLERİ TİCARET LİMİTED ŞİRKETİ,40.976737,37.42733,Alpet,True,False
YEĞİN PETROL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.0765,37.436588,Alpet,True,False
BMT ÇİMENTO MAKİNA İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.7015,39.8264,Alpet,True,False
YILMAZOĞLU PETROL OTOMOTİV İNŞAAT TAAHHÜT TARIM HAYVANCILIK NAKLİYE GIDA TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.3568,39.2342,Alpet,True,False
İYİGÜN PETROL ÜRÜNLERİ LİMİTED ŞİRKETİ,39.958189,38.696065,Alpet,True,False
METİNERLER DAYANIKLITÜKETİM MALLARI SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.298264,38.431072,Alpet,True,False
KABADÜZ PETROL NAKLİYAT GIDA TARIM İNŞAAT OTOMOTİV TEMİZLİK TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.857222,37.88751,Alpet,True,False
AZİZ YILDIZ,37.410358,41.354682,Alpet,True,False
OKÇULAR TAŞIMACILIK İNŞAAT GIDA ELEKTRİK KUYUMCULUK PETROL İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.397797,40.415134,Alpet,False,False
CEMİL EKİNCİ,37.575497,41.395119,Alpet,True,False
OK-AY PETROL KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.87041,41.16524,Alpet,True,False
TEKİNLER GRUP AKARYAKIT TAŞIMACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.842,41.19868,Alpet,False,False
DEM-PA PETROL NAKLİYAT PAZARLAMA İNŞAAT GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.87931,41.2679,Alpet,True,False
OSMAN AY,37.552658,41.694805,Alpet,True,False
ÖZ BARUT İNŞAAT GIDA TEKSTİL TEMİZLİK AKARYAKIT MADENCİLİK NAKLİYE TİCARET VE SANAYİ LİMİTED ŞİRKETİ,38.855679,40.539284,Alpet,True,False
ÖNDERHAN İNŞAAT PETROL ÜRÜNLERİ PASTA MAMÜLLERİ GIDA TEKSTİL METAL HAYVANCILIK MADENCİLİK İTHALAT İHRACAT TİCARET VE SANAYİ LİMİTED ŞİRKETİ,38.906597,40.550919,Alpet,True,False
SEL VED PETROL İNŞ. NAK. GIDA. SAN. VE TİC. LTD. ŞTİ,37.319527,42.18652,Alpet,True,False
ŞAHİNOĞULLARI PETROL İNŞAAT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.330475,42.21899,Alpet,False,False
MÜSLİM KÖKSAL COŞKUN-KÖKSAL PETROL,40.151415,39.431852,Alpet,True,False
KOÇ-SOĞUK ÇEŞME YAKIT HAYVANCILIK NAKLİYE İNŞAAT GIDA TEMİZLİK TARIM TİCARET VE SANAYİ LİMİTED ŞİRKETİ,38.98074,40.676563,Alpet,True,False
OVA PETROLCÜLÜK İNŞAAT NAKLİYAT OTOMOTİV SANAYİ İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,37.248283,42.453693,Alpet,False,False
GÜLYAZI PETROL GIDA İNŞAAT HAYVANCILIK İTHALAT İHRACAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,38.1629,41.5699,Alpet,True,False
MURATHANOĞULLARI HAZIR BETON SANAYİ TİCARET LİMİTED ŞİRKETİ,40.1796,39.6567,Alpet,True,False
TİREBOLU KAR-PET PETROL ÜRÜNLERİ NAKLİYE İNŞAAT GIDA TEMİZLİK VE TARIM ÜRÜNLERİ TİCARET LİMİTEŞİRKETİD,41.006058,38.839653,Alpet,True,False
KOÇ-SOĞUK ÇEŞME YAKIT HAYVANCILIK NAKLİYE İNŞAAT GIDA TEMİZLİK TARIM TİCARET VE SANAYİ LİMİTED ŞİRKETİ,39.058382,40.78964,Alpet,False,False
ARSLAN PETROL ÜRÜNLERİ HAYVANCILIK TARIM ÜRÜNLERİ GIDA İNŞAAT NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,37.935993,41.958252,Alpet,True,False
BAĞSIZ GRUP YAKIT İNŞAAT HAYVANCILIK GIDA NAKLİYE ENERJİ MADENCİLİK İTHALAT İHRACAT SANAYİ VE LİMİTED ŞİRKETİ,38.954674,40.997883,Alpet,True,False
EROL IŞIK PETROL ÜRÜNLERİ İNŞAAT GIDA SANAYİ DIŞ TİCARET LİMİTED ŞİRKETİ,38.903988,41.302982,Alpet,False,False
EYUP KARDEŞ,40.348056,39.921944,Alpet,True,False
MASUM ÜRÜN,38.69518,41.68053,Alpet,True,False
KOÇHAN PETROL İNŞAAT HAFRİYAT NAKLİYAT TEMİZLİK HİZMETLERİ VE TİCARET LİMİTED ŞİRKETİ,40.83729012404894,39.63531754629542,Alpet,True,False
EYÜP KARDEŞ - KARDEŞ PETROL,40.3889568,40.14397,Alpet,True,False
RAMİZ DEMİRER PETROL MADENCİLİK İNŞAAT NAKLİYE GIDA TİCARET LİMİTED ŞİRKETİ,40.178246,40.367001,Alpet,True,False
RAHMİOĞULLARI PETROL TAŞIMACILIK İNŞAAT VE SANAYİ TİCARET LİMİTED ŞİRKETİ,38.486091,42.175838,Alpet,True,False
PİROĞLU EĞİTİM PETROL TİCARET LİMİTED ŞİRKETİ,38.465338,42.316705,Alpet,True,False
SUCİOĞLU İNŞAAT TAAHHÜT HAFRİYAT NAKLİYAT MADENCİLİK PETROL ÜRÜNLERİ TİCARET VE SANAYİ LİMİTED ŞİRKETİ,40.069106,40.933808,Alpet,True,False
ÖZDEMİR AY AKARYAKIT SANAYİ TİCARET ANONİM ŞİRKETİ,39.977107,41.026336,Alpet,False,False
NURETTİN HANLIGİL-MOTORLU TAŞITLAR YAKITI PERAKENDE SATIŞ KÖMÜR TOPTAN SATIŞI,37.57289,43.738827,Alpet,False,False
CANSÜT SÜT ÜRÜNLERİ HAYVANCILIK GIDA PETROLCÜLÜK TİCARET İTHALAT İHRACAT LİMİTED ŞİRKETİ,39.094643,42.251579,Alpet,True,False
ORHAN ERSOY,39.351985,42.112662,Alpet,True,False
ZENGİN KÖMÜR İŞLETMECİLİĞİ NAKLİYAT TUR. SAN. TİC. LTD. ŞTİ. RİZE ŞUBESİ ,41.00014,40.5477,Alpet,True,False
SAVAŞ GÜLER-ALYAP İNŞAAT PETROL,39.494139,42.272473,Alpet,False,False
ÖZERAYLAR NAKLİYAT VE PETROL ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,38.457783,43.335648,Alpet,True,False
BAHATTİN ALAGEYİK,38.86753,42.96767,Alpet,True,False
BARAN CAN ŞAKA,39.695369,42.141948,Alpet,False,False
EYYUP DEMİRADAM,38.508043,43.375092,Alpet,True,False
BEGA BİLİŞİM GÜVENLİK ELEKTRONİK AKARYAKIT İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.236659,42.855798,Alpet,True,False
NEVZAT DEMİR,39.571082,42.522626,Alpet,True,False
ZÜLKÜF DEMİR,38.5888,43.5148,Alpet,True,False
ESKİÇIRAK DIŞ TİCARET VE GIDA SANAYİ LİMİTED ŞİRKETİ,41.180027,40.94663,Alpet,True,False
ESKİÇIRAK PETROL TURİZM İNŞAAT GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,41.1709,40.9759,Alpet,True,False
AS PETROL ÜRÜNLERİ VE TAŞIMACILIK TİCARET VE SANAYİ LİMİTED ŞİRKETİ,39.003878,43.419448,Alpet,True,False
CAN-KA PETROL GIDA İNŞAAT NAKLİYE TURİZM BESİCİLİK OTOMOTİV ELEKTRİK MEDİKAL TEMİZLİK İŞLERİ İTHALAT İHRACAT LİMİTED ŞİRKETİ,39.687892,43.028903,Alpet,True,False
ASTAŞ PETROLCÜLÜK NAKLİYE LOJİSTİK İNŞ.İTH.İHRC.SAN.VE TİC.LTD.ŞTİ,38.98972,43.763709,Alpet,True,False
CAN-KA PETROL GIDA İNŞAAT NAKLİYE TURİZM BESİCİLİK OTOMOTİV ELEKTRİK MEDİKAL TEMİZLİK İŞLERİ İTHALAT İHRACAT LİMİTED ŞİRKETİ,39.709024,43.060535,Alpet,False,False
ACARBAY TURİZM İNŞAAT GIDA SANAYİ TİCARET PAZARLAMA LİMİTED ŞİRKETİ,39.719859,43.059769,Alpet,True,False
CAN-KA PETROL GIDA İNŞAAT NAKLİYE TURİZM BESİCİLİK OTOMOTİV ELEKTRİK MEDİKAL TEMİZLİK İŞLERİ İTHALAT İHRACAT LİMİTED ŞİRKETİ,39.73275,43.055532,Alpet,False,False
KAYHAN GÖKÇE,40.670425,42.239192,Alpet,True,False
FU PETROL YAPI İNŞAAT TEMİZLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.591364,43.612848,Alpet,True,False
TEKİN YURDALAN,40.466389,42.777778,Alpet,True,False
ÜNAL KARAKOYUN,40.783088,42.599203,Alpet,False,False
ÖZ-AY PETROL İNŞAAT SANAYİ MÜHENDİSLİK TURİZM İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,41.253563,42.353032,Alpet,False,False
BAYAZIT PETROL NAKLİYAT GIDA İTHALAT İHRACAT İNŞAAT SANAYİ TİCARET LİMİTED ŞİRKETİ,39.553758,44.061935,Alpet,True,False
DOĞAN CAN GÜNDOĞDU,41.098892,42.672206,Alpet,True,False
AKTAŞLAR PETROL ÜRÜNLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,41.1259,42.6834,Alpet,True,False
KARS ADA LOJİSTİK PETROLCÜLÜK İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,40.675722,43.16675,Alpet,True,False
ALD İNŞAAT MALZEMELERİ MÜTEAHHİTLİK TAŞIMACILIK HAZIR BETON SANAYİ VE TİCARET LİMİTED ŞİRKETİ,39.860934,44.064086,Alpet,True,False
ADA KARDEŞLER OTOMOTİV İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ,39.9334,44.017,Alpet,True,False
İSMAİL DEMİREL OTOMOTİV VE PETROL TİCARET LİMİTED ŞİRKETİ,39.932976,44.056791,Alpet,True,False
ERDAL AKSEL,41.508788,42.735113,Alpet,True,False
